"Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","AirlineCluster_K.cluster"
20198,0,3139,2,3139,2,601,5
24454,0,1919,7,0,0,732,5
7847,0,0,0,0,0,284,5
29056,0,4354,14,0,0,715,5
42071,0,500,1,0,0,502,5
570,0,180,4,0,0,785,5
8904,0,3740,14,0,0,898,5
4354,0,1000,1,0,0,706,5
2000,0,0,0,0,0,165,5
57346,0,7946,6,5446,5,492,5
11303,0,0,0,0,0,119,5
642,0,0,0,0,0,355,5
1000,0,0,0,0,0,500,5
5269,0,22697,13,0,0,604,5
38995,0,1200,2,200,1,563,5
4652,0,0,0,0,0,207,5
500,0,0,0,0,0,340,5
4546,0,1000,1,0,0,239,5
31673,0,2500,1,0,0,283,5
8684,0,0,0,0,0,544,5
2104,0,0,0,0,0,466,5
862,0,0,0,0,0,8,5
972,972,0,0,0,0,2,5
4490,0,0,0,0,0,107,5
13560,0,0,0,0,0,368,5
2000,0,0,0,0,0,520,5
8964,3861,0,0,0,0,594,5
1837,0,1000,1,0,0,219,5
500,0,0,0,0,0,122,5
4090,0,0,0,0,0,59,5
12264,0,0,0,0,0,267,5
54950,0,30500,9,0,0,450,5
16094,0,0,0,0,0,199,5
1000,0,0,0,0,0,594,5
6705,0,600,2,0,0,507,5
6338,0,0,0,0,0,322,5
3110,0,1100,2,0,0,345,5
3000,0,1000,1,0,0,270,5
23257,0,0,0,0,0,361,5
18933,0,0,0,0,0,284,5
93198,0,28923,18,0,0,500,3
9862,0,1693,3,693,2,309,5
16501,0,0,0,0,0,360,5
9264,0,4830,15,0,0,424,5
4676,0,0,0,0,0,141,5
4636,0,0,0,0,0,42,5
3065,0,0,0,0,0,87,5
3230,0,0,0,0,0,10,5
8660,0,0,0,0,0,172,5
1500,0,0,0,0,0,60,5
2627,0,0,0,0,0,25,5
1224,0,0,0,0,0,269,5
12602,0,5632,5,500,1,158,5
1022,0,0,0,0,0,277,5
3788,0,0,0,0,0,61,5
1446,0,0,0,0,0,99,5
20882,0,1000,1,0,0,328,5
5450,0,125,3,0,0,687,5
25730,0,1431,3,931,2,630,5
6835,0,765,3,0,0,596,5
16936,0,14970,2,0,0,580,5
20410,0,0,0,0,0,541,5
1500,0,0,0,0,0,480,5
27759,0,7195,5,0,0,499,5
500,0,500,1,0,0,493,5
25054,0,32592,17,3409,6,486,3
4751,0,0,0,0,0,334,5
5354,0,0,0,0,0,32,5
1500,0,1500,1,0,0,235,5
6356,0,5000,1,0,0,180,5
642,0,642,3,0,0,170,5
7504,0,0,0,0,0,100,5
6015,4929,0,0,0,0,30,5
27488,0,23927,21,0,0,2273,3
39956,0,0,0,0,0,3206,5
35569,0,27119,21,0,0,3357,3
55472,0,17848,18,3763,3,3566,3
15682,0,5025,6,500,1,3298,5
70178,0,61530,12,1300,6,3306,3
221543,0,10300,5,200,3,3554,5
77978,0,1373,10,650,6,3753,5
203353,0,14000,13,4000,8,3557,2
68684,0,5756,13,0,0,2892,3
23352,0,3600,8,3600,8,1459,5
24228,0,2850,15,0,0,3452,3
19483,0,4263,18,0,0,3589,3
78231,0,19182,13,0,0,3102,3
74531,0,10914,17,750,3,3456,3
83276,0,22539,8,650,2,3424,3
21216,0,7787,12,0,0,3378,5
17967,0,1500,5,0,0,3340,5
4000,0,0,0,0,0,3453,5
74651,0,10893,22,0,0,3456,3
400,0,160,1,0,0,3460,5
35766,0,49702,20,784,1,3503,3
2000,0,0,0,0,0,3188,5
48296,0,31329,9,500,1,3061,3
822321,0,138334,26,600,2,3288,1
140544,0,1021,3,500,1,3342,5
43971,0,1491,11,0,0,2350,5
10635,0,45212,20,0,0,2131,3
13986,0,400,1,400,1,3398,5
46269,0,20594,14,0,0,3487,3
27712,0,750,2,750,2,3491,5
35850,0,17759,18,0,0,3439,3
7630,0,220,3,0,0,3403,5
31541,0,5101,12,0,0,3488,5
8009,0,8102,12,2850,6,3279,3
14791,0,23956,26,300,2,2689,3
65141,0,31463,26,2550,2,3452,3
68907,0,33434,10,0,0,3365,3
27669,0,3219,7,0,0,3413,5
62589,0,10000,4,0,0,2803,5
374613,0,23592,31,5000,14,3463,2
97768,0,26734,13,0,0,3119,3
73159,0,358,4,358,4,3237,5
48577,0,34224,16,0,0,2794,3
70614,0,32417,18,0,0,3519,3
38827,0,0,0,0,0,2993,5
29919,0,1225,3,0,0,2949,5
9673,0,0,0,0,0,2501,5
72309,0,41949,20,289,2,1735,3
55473,0,10156,7,0,0,1751,5
706,0,730,3,100,1,1739,5
7698,0,0,0,0,0,1734,5
72019,0,20430,8,0,0,1789,5
89876,0,51620,17,0,0,1739,3
19821,0,2525,3,425,1,1731,5
6850,0,2225,11,0,0,1719,5
32091,0,8426,17,1000,2,1731,3
26055,0,3320,14,0,0,1727,5
122488,0,2800,17,1300,16,1718,2
126028,0,23974,19,668,1,1716,3
94201,0,21559,13,0,0,1716,3
6240,0,0,0,0,0,1679,5
13899,0,5125,31,0,0,1705,3
15832,2376,8130,20,500,1,1698,3
891,0,891,8,0,0,1703,5
21787,0,1500,5,0,0,1704,5
71502,0,9482,13,0,0,1699,5
3420,0,1750,7,0,0,1690,5
7535,0,18487,20,0,0,1678,3
28132,0,465,5,0,0,1702,5
67329,0,6500,3,0,0,1696,5
20971,1490,43527,34,0,0,1695,3
11500,0,0,0,0,0,1695,5
15275,0,2750,8,0,0,1694,5
166638,0,64572,22,0,0,1697,3
86500,0,51740,20,0,0,1691,3
5500,0,5500,11,5500,11,1690,2
62121,0,3602,9,0,0,1692,5
66315,0,8096,9,0,0,1689,5
4342,0,0,0,0,0,1678,5
24838,0,500,1,0,0,1684,5
23165,0,5990,15,150,1,1678,5
25992,0,24333,10,0,0,1678,5
59782,0,7500,7,2000,4,1681,5
64131,1452,7676,15,4620,11,1681,2
96179,0,32069,14,400,2,1667,3
101431,0,49801,19,0,0,1677,3
12824,0,500,4,0,0,1677,5
130595,0,0,0,0,0,1677,5
8150,0,14135,41,500,2,1676,3
22291,0,3812,11,578,2,1675,5
204693,0,5159,5,0,0,1672,5
16079,0,6085,4,0,0,1670,5
10630,0,550,6,0,0,1670,5
23027,0,3375,15,0,0,1669,5
112345,0,36640,14,0,0,1669,3
7500,0,2950,8,2850,7,1668,5
4351,0,0,0,0,0,1659,5
97510,1678,71609,51,7650,26,1665,2
104656,0,5000,3,0,0,1663,5
9575,0,0,0,0,0,1835,5
55152,0,14630,14,0,0,1662,3
12855,0,0,0,0,0,1653,5
11947,0,8099,14,1000,2,1656,5
24893,0,0,0,0,0,1652,5
17534,0,0,0,0,0,1656,5
37165,0,19715,15,0,0,1654,3
190730,0,78916,28,2450,9,1648,1
4680,0,135,3,0,0,1646,5
10845,0,0,0,0,0,1621,5
22998,0,0,0,0,0,1644,5
15635,0,410,3,0,0,1612,5
35650,0,23130,34,0,0,1640,3
3126,0,100,1,0,0,1634,5
33245,0,31390,17,0,0,1628,3
16152,0,6129,19,500,5,1635,3
15624,0,0,0,0,0,1634,5
59151,0,11110,13,0,0,1636,5
30500,0,0,0,0,0,1628,5
88404,0,37304,29,500,1,1628,3
33017,0,10333,18,0,0,1622,3
16883,0,4398,12,500,2,1626,5
23188,0,1291,8,0,0,1627,5
56289,0,24051,15,0,0,1628,3
5346,0,0,0,0,0,1621,5
24475,0,800,8,800,8,1614,5
25753,0,3400,21,0,0,1614,3
70659,0,9178,8,0,0,1622,5
1000,0,0,0,0,0,1597,5
63162,0,27564,8,0,0,1600,5
17472,0,500,1,0,0,1618,5
6058,0,0,0,0,0,1608,5
11005,0,5736,3,0,0,1609,5
32424,0,39635,16,0,0,1584,3
31784,0,350,1,350,1,1604,5
126167,0,190160,15,0,0,1612,1
17079,0,4000,3,0,0,1605,5
35493,0,0,0,0,0,1602,5
84979,0,36702,16,0,0,1600,3
22029,0,2882,14,0,0,1597,5
771,0,13160,4,0,0,1601,5
50416,0,4574,13,450,1,1597,5
81866,0,10000,4,0,0,1591,5
85696,0,18603,14,0,0,1591,3
134882,0,15717,14,0,0,1597,3
3919,0,500,1,0,0,1591,5
43310,0,10058,13,0,0,1589,5
18148,0,26,3,0,0,1565,5
51653,0,11052,14,0,0,1571,5
179832,2954,18218,20,2500,5,1569,1
44324,0,650,4,650,4,1583,5
90666,0,32474,14,0,0,1582,3
10741,0,6593,8,1108,2,1579,5
69954,0,8500,5,500,1,1578,5
13004,1000,13890,39,0,0,1572,3
29657,0,8092,4,0,0,1592,5
11974,0,4025,12,2400,6,1565,5
18601,0,5899,12,0,0,1600,5
27604,0,1570,6,0,0,1555,5
126490,0,8808,15,5183,12,1566,2
57642,0,52176,15,0,0,1564,3
14598,0,625,5,0,0,1562,5
6822,0,0,0,0,0,1559,5
55922,2273,8104,19,4104,16,1552,2
9620,0,500,1,0,0,1523,5
12966,0,15021,16,886,3,1553,3
39450,0,0,0,0,0,1529,5
121156,0,12245,6,1000,2,1538,5
28028,0,0,0,0,0,1548,5
130748,0,65510,37,6349,7,1545,2
17481,0,0,0,0,0,1535,5
5000,0,5000,1,0,0,1537,5
22885,0,1060,2,0,0,1541,5
26065,0,5600,6,1500,3,1530,5
10760,0,0,0,0,0,1534,5
9312,0,3405,8,250,1,1527,5
14775,0,14275,9,0,0,1519,5
8060,0,1750,4,0,0,1534,5
89222,0,0,0,0,0,1528,5
16148,0,2625,14,0,0,1529,5
4316,0,1375,4,0,0,1515,5
9372,0,0,0,0,0,1524,5
40424,0,44110,26,343,3,1523,3
49519,0,25762,18,0,0,1522,3
37305,0,10205,13,0,0,1513,5
7273,0,375,3,0,0,1517,5
76595,0,10577,2,9577,1,1515,2
33629,0,4970,10,150,1,1500,5
14440,0,365,2,0,0,1502,5
62339,0,0,0,0,0,1507,5
53040,0,3960,9,0,0,1595,5
40346,0,5412,13,0,0,1483,5
23835,0,0,0,0,0,1488,5
17613,0,5030,9,0,0,1495,5
2131,0,405,3,0,0,1480,5
20885,0,751,12,0,0,1494,5
2124,0,2324,2,0,0,1487,5
62645,0,19602,11,0,0,1474,5
139032,0,19565,17,1150,4,1481,3
45533,0,12247,20,0,0,1486,3
35509,0,14204,13,0,0,1486,5
170632,0,4650,3,0,0,1480,5
59650,0,5050,16,3950,13,1476,2
8273,0,0,0,0,0,1474,5
5425,0,2000,9,0,0,1412,5
59927,739,3100,3,0,0,1464,5
33972,0,21029,29,0,0,1467,3
71794,0,6000,3,0,0,1453,5
47301,1005,4561,4,0,0,1464,5
60854,0,5240,5,0,0,1457,5
11680,0,1460,3,0,0,1459,5
13942,0,5822,12,0,0,1458,5
24917,0,3948,14,0,0,1457,5
131125,862,4993,11,50,1,1443,5
19640,0,935,3,0,0,1451,5
31611,0,4030,12,0,0,1457,5
16014,0,0,0,0,0,1450,5
16063,0,2330,9,0,0,1447,5
91605,0,37840,18,0,0,1444,3
26504,0,10599,29,1000,7,1445,3
62907,0,3200,3,200,1,1431,5
12532,0,2069,9,0,0,1445,5
52584,0,2500,1,0,0,1439,5
20954,0,375,3,0,0,1438,5
35185,0,5957,7,0,0,1439,5
72297,0,16241,16,0,0,1587,3
58387,0,14581,39,0,0,1435,3
9128,0,0,0,0,0,1424,5
37520,0,19924,6,0,0,1432,5
9399,0,2125,10,0,0,1430,5
10071,0,27701,16,0,0,1421,3
57793,0,20959,15,1198,3,1424,3
28867,0,19169,28,0,0,1425,3
1010,0,0,0,0,0,1423,5
11463,0,339,4,0,0,1425,5
26173,0,305,1,0,0,1418,5
404,0,550,3,0,0,1418,5
59017,0,34746,25,0,0,1418,3
34235,0,18910,7,250,1,1415,5
11933,0,249,3,79,1,1412,5
5000,0,2125,3,0,0,1412,5
2622,0,1625,6,0,0,1404,5
11310,0,5021,2,0,0,1409,5
39142,0,14981,28,0,0,1408,3
11181,0,929,12,0,0,1407,5
3974,0,365,3,0,0,1397,5
18476,0,8525,4,200,1,1403,5
64385,0,981,5,0,0,1395,5
73597,0,25447,8,0,0,1402,5
54899,0,500,1,500,1,1401,5
3016,0,0,0,0,0,1398,5
